ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt,item_keyword,item_category,item_brand,customer,supplier,competitor
333950-KR,EF0000000365,ARIRANG KS로우사이즈가중TR,Hanwha ARIRANG KS LowSize Tilt Total Return ETF Units,코스피에 상장된 보통주 중 시가 총액이 작은 중소형주의 투자비중을 증가하여 구성한 ETF,KRX,4.93,"['한화 ARIRANG KS로우사이즈가중 TOTAL RETURN 증권상장지수투자신', '한화', 'ETF', '상장지수', 'ARIRANG KS로우사이즈가중TR', '333950']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
284990-KR,EF0000000366,KBSTAR 200에너지화학,KB KBSTAR 200 Energy & Chemicals ETF,코스피 200 지수 내에 에너지화학 섹터에 속하거나 유사업종에 속한 기업에 투자하는 ETF ,KRX,2.07,"['KB KBSTAR 200 ENERGY & CHEMICALS ETF', 'KB', 'ETF', '상장지수', 'KBSTAR 200에너지화학', '284990']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 4}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
300610-KR,EF0000000367,TIGER K게임,MIRAE ASSET TIGER K-GAME ETF,게임 개발 및 퍼블리싱을 담당하는 종목에 투자하는 ETF,KRX,18.8,"['미래에셋 TIGER K게임증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER K게임', '300610']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 6}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
189400-KR,EF0000000368,ARIRANG 글로벌MSCI(합성 H),HANWHA ARIRANG SYNTH-MSCI AC World ETF(H),선진국과 신흥국을 포함한 45개 내외 국가의 대형주/중형주 주가 지수를 추종하는 ETF,KRX,7.61,"['한화ARIRANG 합성-MSCI AC WORLD 증권상장지수투자신탁(H)(주식-파', '한화', 'ETF', '상장지수', 'ARIRANG 글로벌MSCI(합성 H)', '189400']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 8}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
261920-KR,EF0000000369,KINDEX 필리핀MSCI(합성),KIM KINDEX MSCI Philippines ETF(Synth),동남아시아 대표국가인 필리핀 증시에 직접 투자하는 ETF,KRX,5.05,"['한국투자 KINDEX 필리핀MSCI증권상장지수투자신탁(주식-파생형', '한국투자', 'ETF', '상장지수', 'KINDEX 필리핀MSCI(합성)', '261920']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 5}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
298770-KR,EF0000000065,KODEX 한국대만IT프리미어,Samsung KODEX Korea Taiwan IT Premier ETF,한국과 대만거래소에 상장된 대표 IT 종목에 투자,KRX,86.28,"['삼성 KODEX 한국대만IT프리미어증권상장지수투자신탁(주식-파', '삼성', 'ETF', '상장지수', 'KODEX 한국대만IT프리미어', '298770']","[{'category_topc_id': 'EC0000000009', 'category': '국내해외주식', 'wght_val': 131}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
266360-KR,EF0000000110,KODEX 미디어&엔터테인먼트,Samsung KODEX Media & Entertainment ETF,국내 미디어&엔터테인먼트 산업을 대표하는 핵심 관련주에 투자하는 ETF,KRX,38.55,"['삼성 KODEX 미디어&엔터테인먼트증권상장지수투자신탁(주식)', 'ETF', '상장지수', '삼성', 'KODEX 미디어&엔터테인먼트', '266360']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 53}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
289260-KR,EF0000000111,TIGER MSCI KOREA ESG리더스,MIRAE ASSET TIGER MSCI KOREA ESG LEADERS ETF,환경/사회/지배구조 순위 상위 기업들로 구성된 ETF,KRX,24.87,"['미래에셋 TIGER MSCI KOREA ESG리더스증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER MSCI KOREA ESG리더스', '289260']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 57}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
329750-KR,EF0000000112,TIGER 미국달러단기채권액티브,MIRAE ASSET TIGER USD MONEY MARKET ACTIVE ETF,"국내 최초, 미국달러 현물 채권에 투자하는 ETF",KRX,166.26,"['미래에셋 TIGER 미국달러단기채권액티브증권상장지수투자신', '미래에셋', 'ETF', '상장지수', 'TIGER 미국달러단기채권액티브', '329750']","[{'category_topc_id': 'EC0000000007', 'category': '해외선진국채권', 'wght_val': 50}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
139220-KR,EF0000000113,TIGER 200 건설,Mirae Asset Tiger Constructions & Machinery ETF,코스피 200 구성종목 중 건설 섹터에 투자하는 ETF,KRX,86.93,"['미래에셋 TIGER 200건설증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 200 건설', '139220']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 79}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
361580-KR,EF0000000066,KBSTAR 200TR,KB KBSTAR 200 Total Return ETF,"코스피 200 지수에 투자하면서, 발생하는 배당 수익의 재투자로 복리효과를 기대할 수 있는 ETF",KRX,23.66,"['KB KBSTAR 200 TOTAL RETURN증권상장지수투자신탁(주식)', 'ETF', '상장지수', 'KB', 'KBSTAR 200TR', '361580']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 83}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
138540-KR,EF0000000067,TIGER 현대차그룹+펀더멘털,Mirae Asset Tiger Hyundai Motor Group ETF,"현대차그룹, 현대중공업그룹에 소속된 계열 회사들로 구성된 ETF",KRX,75.29,"['미래에셋맵스 TIGER 현대차그룹+ 증권상장지수투자신탁 (주식', '미래에셋맵스', 'ETF', '상장지수', 'TIGER 현대차그룹+펀더멘털', '138540']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 121}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
219480-KR,EF0000000068,KODEX 미국S&P500선물(H),SAMSUNG KODEX S&P500 Futures ETF(H),미국에 상장된 500개 글로벌 대표기업 관련 상품에 투자 하는 ETF,KRX,117.63,"['삼성KODEX S&P500선물증권상장지수투자신탁(주식-파생형)(H)', 'ETF', '상장지수', '삼성KODEX', 'KODEX 미국S&P500선물(H)', '219480']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 123}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
143860-KR,EF0000000064,TIGER 헬스케어,Mirae Asset Tiger Health Care ETF,"주식시장에 상장된 의약품제조업, 의료정밀 산업군에 해당하는 종목으로 구성되어 있는 ETF",KRX,134.59,"['미래에셋 TIGER 헬스케어증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER 헬스케어', '143860']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 128}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
272560-KR,EF0000000069,KBSTAR 단기국공채액티브,KB KBSTAR Short-term KTB Active ETF,MMF수준의 안정성과 시가채권펀드의 수익성을 동시에 추구하는 ETF,KRX,225.56,"['KB KBSTAR 단기국공채액티브증권상장지수투자신탁(채권)', 'ETF', '상장지수', 'KB', 'KBSTAR 단기국공채액티브', '272560']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 115}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
136340-KR,EF0000000070,KBSTAR 중기우량회사채,KB KBSTAR Credit Bond Securities ETF(Bond),"저금리 시대를 대비하는 쉽고 똑똑한 방법, 국내최초 회사채 ETF",KRX,68.44,"['KB KBSTAR 중기우량회사채증권상장지수투자신탁(채권)', 'ETF', '상장지수', 'KB', '136340', 'KBSTAR 중기우량회사채']","[{'category_topc_id': 'EC0000000006', 'category': '국내회사채', 'wght_val': 111}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
091230-KR,EF0000000071,TIGER 반도체,MIRAE ASSET TIGER SEMICON ETF,"주식시장에 상장된 반도체 및 반도체 부품, 장비 제조사에 해당하는 종목으로 구성되어 있는 ETF",KRX,116.0,"['미래에셋맵스 TIGER 반도체 증권 상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋맵스', 'TIGER 반도체', '091230']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 130}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
144600-KR,EF0000000072,KODEX 은선물(H),Samsung KODEX Silver Futures Special Asset ETF,미국상품거래소(COMEX)에 상장된 은선물 가격의 움직임을 추종하는 ETF,KRX,81.43,"['삼성 KODEX 은선물특별자산상장지수투자신탁(은-파생형)(H)', 'ETF', '상장지수', '삼성', 'KODEX 은선물(H)', '144600']","[{'category_topc_id': 'EC0000000008', 'category': '원자재', 'wght_val': 105}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
139280-KR,EF0000000073,TIGER 경기방어,Mirae Asset Tiger Consumer Staples ETF,코스피 200 구성 종목 중 경기방어 소비재 섹터에 투자하는 ETF,KRX,74.02,"['미래에셋 TIGER 경기방어 증권상장지수투자신탁(주식)', 'ETF', '상장지수', '미래에셋', 'TIGER 경기방어', '139280']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 102}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
273140-KR,EF0000000074,KODEX 단기변동금리부채권액티브,SAMSUNG KODEX Active Korea FRN(Bank 1Y AAA) ETF,"국내 은행(AAA등급, 만기 1년이하)에서 발행한 CD금리 연계 FRN에 투자하는 액티브 채권형 ETF",KRX,95.53,"['삼성 KODEX 단기변동금리부채권액티브증권상장지수투자신탁(', 'ETF', '상장지수', '삼성', 'KODEX 단기변동금리부채권액티브', '273140']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 102}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
219390-KR,EF0000000114,KBSTAR 미국S&P원유생산기업(합성 H),KB KBSTAR SYNTH-US Oil&Gas E&P Company ETF(H),국내 최초 미국 원유/가스 탐사 및 생산기업에 투자하는 ETF,KRX,26.67,"['KB KBSTAR 미국S&P원유생산기업 증권 상장지수 투자신탁(주식-', 'ETF', '상장지수', 'KB', 'KBSTAR 미국S&P원유생산기업(합성 H)', '219390']","[{'category_topc_id': 'EC0000000004', 'category': '해외주식:테마', 'wght_val': 52}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
245340-KR,EF0000000115,TIGER 미국다우존스30,MIRAE ASSET TIGER DOW JONES 30 ETF,미국 뉴욕 증권거래 시장에 상장된 우량기업 30개 종목에 분산투자하는 ETF,KRX,63.19,"['미래에셋 TIGER 미국다우존스30증권상장지수투자신탁(주식-파', '미래에셋', 'ETF', '상장지수', 'TIGER 미국다우존스30', '245340']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 53}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
266370-KR,EF0000000116,KODEX IT,Samsung KODEX IT ETF,국내 IT 산업을 대표하는 핵심 관련주에 투자하는 ETF,KRX,38.05,"['삼성 KODEX IT 증권상장지수투자신탁(주식)', 'ETF', '상장지수', '삼성', 'KODEX IT', '266370']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 46}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
337140-KR,EF0000000117,KODEX 코스피대형주,SAMSUNG KODEX KOSPI LargeCap ETF Units,코스피 지수 구성종목 중 시가총액 상위 100 종목으로 구성된 지수를 추종하는 ETF,KRX,26.83,"['삼성 KODEX 코스피대형주증권상장지수투자신탁[주식]', 'ETF', '상장지수', '삼성', 'KODEX 코스피대형주', '337140']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 47}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
322400-KR,EF0000000118,HANARO e커머스,NH-Amundi HANARO e-Commerce ETF,국내 최초 유일 e커머스 테마 ETF,KRX,90.52,"['NH-AMUNDI HANARO E커머스증권상장지수투자신탁[주식]', 'HANARO e커머스', 'ETF', '상장지수', 'NH-Amundi', 'HANARO E커머스', '322400']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 39}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
375770-KR,EF0000000119,KODEX 탄소효율그린뉴딜,SAMSUNG KODEX Carbon Efficient Green New Deal ETF Units,"시총규모, 유동성, 탄소배출량 정보 등을 기준으로 종목을 선정, 탄소효율성에 따라 산업군 내 비교를 통해 비중을 조정하는 ETF ",KRX,38.58,"['삼성 KODEX 탄소효율그린뉴딜증권상장지수투자신탁[주식]', 'ETF', '상장지수', '삼성', 'KODEX 탄소효율그린뉴딜', '375770']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 46}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
130730-KR,EF0000000120,KOSEF 단기자금,Kiwoom KOSEF Enhanced Cash ETF (Fixed Income),평균 0.5년 만기 채권 수익률 추종하도록 설계된 ETF,KRX,109.01,"['키움 KOSEF 단기자금 증권상장지수투자신탁', 'ETF', '상장지수', '키움', 'KOSEF 단기자금', '130730']","[{'category_topc_id': 'EC0000000005', 'category': '국내국공채', 'wght_val': 48}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
305080-KR,EF0000000121,TIGER 미국채10년선물,MIRAE ASSET TIGER 10Y U.S. TREASURY NOTE FUTURES ETF,미국 정부가 발행하는 채권 중 만기가 10년인 채권들을 모아서 만든 지수를 추종하는 ETF,KRX,66.47,"['미래에셋TIGER미국채10년선물증권상장지수투자신탁(채권-파', 'ETF', '상장지수', '미래에셋', 'TIGER 미국채10년선물', '305080']","[{'category_topc_id': 'EC0000000007', 'category': '해외선진국채권', 'wght_val': 46}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
252730-KR,EF0000000280,KBSTAR 모멘텀로우볼,KB KBSTAR Momentum LowVol ETF,"스마트베타전략(모멘텀, 로우볼팩터)을 구사하여 코스피 시장에 장기적으로 투자하는 ETF",KRX,5.31,"['KB KBSTAR 모멘텀로우볼증권상장지수투자신탁(주식)', 'KB', 'ETF', '상장지수', 'KBSTAR 모멘텀로우볼', '252730']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 7}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
228820-KR,EF0000000281,TIGER KTOP30,MIRAE ASSET TIGER KTOP30 ETF,전체 주식시장의 대표종목 30종에 투자하는 ETF,KRX,4.8,"['미래에셋TIGERKTOP30증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER KTOP30', '228820']","[{'category_topc_id': 'EC0000000001', 'category': '국내주식:시장', 'wght_val': 9}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
342140-KR,EF0000000282,KINDEX 싱가포르리츠채권혼합모닝스타,KIM KINDEX Morningstar Singapore REITs Blended ETF,싱가포르 리츠 30%와 한국 국고채권 70%를 혼합한 ETF,KRX,8.41,"['한국투자KINDEX모닝스타싱가포르리츠30증권상장지수투자신탁', 'ETF', '상장지수', '한국투자', 'KINDEX 싱가포르리츠채권혼합모닝스타', '342140']","[{'category_topc_id': 'EC0000000012', 'category': '기타', 'wght_val': 9}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
277640-KR,EF0000000276,TIGER 코스피대형주,MIRAE ASSET TIGER KOSPI LARGECAP ETF,코스피 시가총액 1~100위에 해당하는 100개 종목으로 구성된 ETF,KRX,5.47,"['미래에셋 TIGER 코스피대형주증권상장지수투자신탁(주식)', '미래에셋', 'ETF', '상장지수', 'TIGER 코스피대형주', '277640']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 9}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
375760-KR,EF0000000277,HANARO 탄소효율그린뉴딜,NH-Amundi HANARO Green-Newdeal ETF Units,"탄소중립 사회의 핵심, 저탄소경제 관련 기업에 투자하는 ETF",KRX,9.6,"['NH-AMUNDI HANARO 탄소효율그린뉴딜증권상장지수투자신탁[주식]', 'ETF', '상장지수', 'NH-Amundi', 'HANARO 탄소효율그린뉴딜', '375760']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 12}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
381560-KR,EF0000000278,HANARO Fn전기&수소차,NH-Amundi HANARO ElectricHydrogen Vehicle ETF Units,미래차 중심 사회 및 산업 생태계에 다가가는 ETF,KRX,30.05,"['NH-AMUNDI HANARO FN전기&수소차증권상장지수투자신탁(주식)', 'HANARO Fn전기&수소차', 'ETF', '상장지수', 'NH-Amundi', 'HANARO FN전기&수소차', '381560']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 10}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
352540-KR,EF0000000279,KODEX TSE일본리츠(H),SAMSUNG KODEX TSE Japan REITs ETF(H) Units,도쿄 거래소에 상장된 모든 리츠가 담긴 TSE REITS 지수를 추종하는 상품,KRX,8.84,"['삼성 KODEX TSE일본리츠부동산상장지수투자신탁[REITS-파생재간', '삼성', 'ETF', '상장지수', 'KODEX TSE일본리츠(H)', '352540']","[{'category_topc_id': 'EC0000000012', 'category': '기타', 'wght_val': 10}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
265690-KR,EF0000000283,KINDEX 러시아MSCI(합성),KIM KINDEX MSCI Russia ETF(Synth),글로벌 대표 자원국가인 러시아 증시에 상장된 대표종목에 투자하는 ETF,KRX,7.8,"['한국투자KINDEX러시아MSCI증권상장지수투자신탁(주식-파생형)(', '한국투자', 'ETF', '상장지수', 'KINDEX 러시아MSCI(합성)', '265690']","[{'category_topc_id': 'EC0000000003', 'category': '해외주식:시장', 'wght_val': 9}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
315480-KR,EF0000000284,KBSTAR 200커뮤니케이션서비스,KB KBSTAR 200Communication Service ETF,4차 산업혁명을 이끌어가는 핵심업종에 투자하는 ETF,KRX,3.2,"['KB KBSTAR 200커뮤니케이션서비스증권상장지수투자신탁(주식)', 'KB', 'ETF', '상장지수', 'KBSTAR 200커뮤니케이션서비스', '315480']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 9}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
234310-KR,EF0000000285,KBSTAR V&S셀렉트밸류,KB KBSTAR V&S Select Value ETF,V&S투자자문의 종목선정 노하우를 접목한 국내 최초 자문형 ETF,KRX,6.34,"['KB KBSTAR V&S 셀렉트밸류 증권 상장지수 투자신탁(주식)', 'KB', 'ETF', '상장지수', 'KBSTAR V&S셀렉트밸류', '234310']","[{'category_topc_id': 'EC0000000002', 'category': '국내주식:테마', 'wght_val': 10}]","[{'brand_topc_id':'-', 'brand':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]","[{'topc_id':'-', 'kor_item_name':'-', 'wght_val':0}]"
